College Name,Reviews
"Ramrao Adik Institute of Technology, Navi Mumbai ","      College is situated within DY Patil College campus in Nerul and so you get good facilities. Faculty and Industry exposure is okay but the placements are great. Apart from academics you have many other committees to join which gives good exposure and you have a good time as well. Horizon- cultural fest of RAIT was very well known till 2010 or so but now its shine has come down.Within campus you have couple of canteens and just outside college you have good options to eat and drink They don't have hostel facility for boys but you can get private PG and rented flats easily. You have many good places around to chill out.   "
"Ramrao Adik Institute of Technology, Navi Mumbai ","      RAMRAO ADIK INSTITUTE OF TECHNOLOGY, NERULIt is the best collage i have ever seen..A reputted collage.. in all aspects...Excellent teaching make us best at all the things..Its so much happening collage i must say.. 3-4 huge fests... kalarags extra curriculum activities.. evrything makes us so creative and because of this only we get chance to inprove ourself in various feilds lyke sponsership.. creatibity.. publocity.. co-ordimation... team work and so on..Yesss i would proudly say.. whatever i have inproved uptill now is in RAIT!!   "
"Ramrao Adik Institute of Technology, Navi Mumbai ","      ""RAIT situated at the heart of sprawling dy patil campus is the best place for an engineer to be.The exposure you get in this college is the best apart from studies their are many things to be learnt in this college.placement is always best especially for comps dept.sports you play for dy patil sports association.canteen is one of the best part of RAIT.and last but not the least is HORIZON the annual cultural festival which has international edm artists performing...and the seniors here are very supportive and helpfulfaculty is average but still some are very experienced ones..""   "
"Ramrao Adik Institute of Technology, Navi Mumbai ",      College has very nice infrastructure. It gives us good quality of facilities. It has a nice canteen which is very neat and clean where you get everything from lunch to snacks and from coldrinks to good quality of juices.it has good placements. Faculty is very good and helping.   
"Ramrao Adik Institute of Technology, Navi Mumbai ",One must opt for RAIT. The college has a good campus environment and also a talented faculty. Good placement.
"Ramrao Adik Institute of Technology, Navi Mumbai ",Admission is through Mumbai University portal. Good education and opportunities. 90% of students are get job. The teaching staff is good. Really good infrastructure. Very good campus life.
"Ramrao Adik Institute of Technology, Navi Mumbai ","The best thing about RAIT is that the teachers here are great at teaching and are understanding. The campus here is beautiful. Although now everything is online, nothing has changed. Teachers are still the same in teaching. You get plenty of workshops to attend which will help you in a job interview and further in life. The admission process was pretty simple. I got my admission through cap round. They considered my MHCET score. I considered two aspects of college selection- 1) Campus and job opportunities, 2) travelling. Since I didn't know any senior or anyone elder than me who was studying engineering, I referred to various websites. And I mostly visited collegedunia.com as it had very relevant and factual information about the college."
"Ramrao Adik Institute of Technology, Navi Mumbai ",No negative remarks from my side as my days in this college was very good which built me to this level performance-wise confidence-wise I was not a scholar or a topper still but where I'm now is due to college.
"Ramrao Adik Institute of Technology, Navi Mumbai ","College should provide sports goodies and area/ground to play. Because students need some stress buster in this stressfull day. Also students in our college goes to ground which are not even in our college, finds a ground outside college and play their. Even college official volleyball team practices in ground which is not in college."
"Ramrao Adik Institute of Technology, Navi Mumbai ",Best in every type of field. Best atmosphere and best management including account sections also. Nice way of interactions
"Ramrao Adik Institute of Technology, Navi Mumbai ",Infrastructure wise not supportive for students as during our unit test there is no place to study. The faculty is not concerned with teacher they are just thinking of completing the lectures for ensuring their monthly pay.
"Ramrao Adik Institute of Technology, Navi Mumbai ",The college campus is really big and at a very good location. The college can be accessed easily by auto or bus. The faculties are average and most of them have a long experience in teaching. The college is well maintained and stays one of the top colleges in Navi Mumbai.
"Ramrao Adik Institute of Technology, Navi Mumbai ",Management is really good. Every is perfect by the side of the management committee.
"Ramrao Adik Institute of Technology, Navi Mumbai ",If a student want to continue his/her passion side by side of Engineering RAIT is the perfect college to join. RAIT gives much needed exposure to students so that they can excel in their passion. Nothing negaive.
"Ramrao Adik Institute of Technology, Navi Mumbai ",The environment is conducive to overall personality growth of the students.
"Ramrao Adik Institute of Technology, Navi Mumbai ",The college doesn't provide high placement for other branch other then computer and information technology. The office staff works their best but sometimes they can be pretty rude. Other then that the college has no complaints
"Ramrao Adik Institute of Technology, Navi Mumbai ",This college has a good history of continuous academic progression.The first thing that an individual considers before taking an admission into any college is placements; and the college provides a very good opportunity for an individual with decent academic performance as well.The college attracts a good number of companies as compared to the other colleges in Navi Mumbai and Mumbai regions
"Ramrao Adik Institute of Technology, Navi Mumbai ",Ragging is the big issue in the Ramrao Adik Institute of Technology. And Positive thing is it is very sporty college comparatively all colleges from Mumbai and Navi Mumbai regions. So it is moderately good college.
"Ramrao Adik Institute of Technology, Navi Mumbai ",Our college is very good for those who hope to get good engineering life experience and to get the overall development as engineer.they also helps for the placement and during the college they helps us for our development by giving us internship
"Ramrao Adik Institute of Technology, Navi Mumbai ",The best college in mumbai in current situation. They have great academic and other skills and the members of the college are very great and the staff is great. The project ideas are very much innovative and every one is welcomed in each and every program
"Ramrao Adik Institute of Technology, Navi Mumbai ","Positive is everything . Negative is lack of management in the end month of semester. Overall good environment, culture. People are fond of extra curriculum. All events are managed by students themselves."
"Ramrao Adik Institute of Technology, Navi Mumbai ","Everything is just amazing and there nothing negative what I can say about it, it just a whole package for anyone who wishes to do engineering and also wants to be proactive in other fields, if you are good in sports and want a platform, definitely this college will help"
"Ramrao Adik Institute of Technology, Navi Mumbai ",There is no negative remarks for my College but I do want to mention that our College is currently know for its cultural festivals much more than academics. The College should try to focus more on the academic aspects as well.
"Ramrao Adik Institute of Technology, Navi Mumbai ",The college is very good.Not the best in Mumbai I would say but pretty decent.RAIT is the perfect combination of Fun and Study.It provides the environment for the all round growth of the students.The college is located at the very good place.The D Y Patil campus amazing.The Stadium is also in the Campus itself.
"Ramrao Adik Institute of Technology, Navi Mumbai ","      Infrastructure:Ramrao Adik Institute of Technology (RAIT) is housed in a spacious building, part of the huge DY Patil Campus which is home to many other sister institutes. Most of the canteens and faculties are connected internally and there is considerable interaction among people from different faculties. There are close to half a dozen labs (And we mean well maintained ones!). Even though the college is situated in the DY Patil Deemed University campus it is affiliated to University of Mumbai.Placements:Records are good and average salary offered was around Rs. 3.25 lac p.a. for the previous year. The major recruiter is Infosys. Great progress has been made in the recent years and students claim that RAIT placements are now at par with the best colleges in Mumbai. Faculty:RAIT has some really dedicated professors. Over the last few years, the standard of the college has increased tremendously and thus excellent teaching staff have been employed in this college. There are some okay teachers. Communication takes place in English. Teachers are not very strict; but at the same time they're not into favourtism. That's about it. Crowd:A masala mix of scholars, cyber junkies, diehard headbangers, take-it-easy goers, flunkers, Martians, Gujjus etc. can be found at Ramrao Adik Institute of Technology (RAIT)Life in RAIT begins at 9:00 AM and seems to end at 6:00 PM (People never leave, they seem to fade away. RAIT is never lifeless). People are into Computers, rock music...rock music and computers. Half of RAIT comprises cyber nuts the other half sleep on guitars. Canteen:Strangely enough RAIT canteen (managed by Anna) serves good food at very reasonable rates. Thali, Vada Pav, Masala Dosa are favourites. The ambience has been recently upgraded and now attracts students from every department be it medicine or law and of course engineering. The change has been so drastic that alumni who haven't been to their college for long, can't believe it's the same canteen. Hangouts:The basement is the site of all underground and nefarious activities. It houses the engineering canteen and the medical canteen. (Medical? Well the engineering & medical colleges are in the same building & engineering guys share a special relationship with the medicals) Off campus: Dosa Plaza, Rangoli, CCD, Domino's and the DY Patil stadium. Festivals:""Kalaraag"" is RAIT's cultural fest that is purely dedicated to performing arts and English, Hindi and prominently Marathi theatre. HORIZON - the inter-college fest. Niyantran, TECHKNOW, TECHMATE, Whizion are other festivals.   PlacementsAcademicsCampus LifeIndustry Exposur"
"Vivekanand Education Society's Institute of Technology, Chembur ",     College life in V.E.S.I.T is exciting because of all the festivals and days celebrated through out the year. The college is bit strict about the timings of this festivals but they are very well organized. The placements are good with many companies visiting. We are blessed with an amazing infrastructure and facilities. The students crowd here is very enthusiastic. The labrotaries are well equipped and the faculty is good. They give us industry exposure by arranging Industry Visits.
"Vivekanand Education Society's Institute of Technology, Chembur ","     The infrastructure is very good and spacious. It takes the students to Industry Visits for corporate exposure. The various Festivals like Technical Festival, Cultural Festival, Sports Festival, Music Festival and many more. The Placement record of previous year is at a higher level than many other colleges in Mumbai University. The Faculty of my college is strict and supportive."
"Vivekanand Education Society's Institute of Technology, Chembur ","     The college boasts a good infrastructure. Proper practical knowledge provides us a better industry exposure. The college crowd and the various festivals conducted makes our college life enjoyable. I am currently in third year and I am expecting a good lot of companies to come. Since the crowd is cosmopolitan, the experience is unique."
"Vivekanand Education Society's Institute of Technology, Chembur ","     The college infrastructure is very good. It provides all the necessary amenities. The premises are clean and hygenic. The faculty here is very nice and helpful. There are special lectures regularly from industry professionals which gives an idea of what is going on in the real market and how is it related to our curriculum. The competition among the peers here encourages to perform better. Overall, it is a good and strict college."
"Vivekanand Education Society's Institute of Technology, Chembur ",     The college has good infrastructure I.e. proper equipments are available for all the departments. The labs are well equipped. College canteen has decent food quality at a proper pricing. The college timings are very comfortable and also the faculty supports the children in all extracurricular activities. In all one of the best colleges in Mumbai university.
"Vivekanand Education Society's Institute of Technology, Chembur ","     The college has a great infrastructure and sufficient place to host a number of events, activities, seminars, etc. The crowd is encouraging in itself, faculty varies from average to good where some teachers do not have sufficient knowledge and the ability to deal with questions being asked by students and there are some who simply excel in their domain. The college locality is not that great but the campus is huge and breathtaking. It should have more industrial visits or some great industrialists visiting the campus and sharing the latest trends would help to increase industry exposure. All events taking place have time restrictions imposed by higher authorities, which is something a hindrance for a college student. Whether it be the annual Utsav or tech fest, they cannot exceed 5pm, which is not desirable. College does not support startup based placements which are not desirable. Even the startups are a great place to learn and explore opportunities, but the college is against that. Hostel food remained the worst expect a few surprises. Students from different parts of the state take admissions here and so there is decent diversity and it helps students to communicate with people from different walks of life, celebrate different festivals with friends, overall the crowd is great, one gets to learn a lot."
"Vivekanand Education Society's Institute of Technology, Chembur ","     Pros. Good infrastructure, well-equipped facility, some really good professors , PRAXIS (technical festival) is very good opportunity if you are into robotics, cultural festivals is a good platform to showcase artistic talents, hostel is inside college campus Cons. Less industrial exposure, follows outdated syllabus, very less focus on innovation, RCF is right next to the campus, so occasional chemical odors"
"Vivekanand Education Society's Institute of Technology, Chembur ","     The college is there since 1985 and relocated to a new campus- HASHU ADVANI MEMORIAL COMPLEX in the year 2000. Although the locality around VESIT is not that good, but once inside the campus its a different world. The infrastructure is awesome with a huge library.Each department has different floors with huge and well-equipped labs. The faculty is very knowledgeable and student-centric. VESIT has great records of 100 % placement in top IT companies. Appealing canteen in terms of food and ambience. A lot of variety in food is available and at reasonable prices. The hostel is good without any issues of ragging. The Mess is excellent. However, there is a scarcity of hot water in some floors."
"Vivekanand Education Society's Institute of Technology, Chembur ","     I had a great 4 years in this college. This college has given me great friends, my first job, beautiful memories which have made an impression for a lifetime. Though the college fests were not carried out on a large scale but they definitely taught us team spirit and organizational skills. The faculty is helpful and placements are pretty good."
"Vivekanand Education Society's Institute of Technology, Chembur ",     Renowned companies are invited for the placements. They have good lab setups so that students can have a real life industry experience (for instrumentation engineering). If you are interested doing something in the field of process engineering this is the best college you can get into.
"Vivekanand Education Society's Institute of Technology, Chembur ","     The college begins with Prarambh, that is the fresher's party. The college gives plenty amount of opportunities to showcase your hidden talents. Events like debate, group discussion, story writing etc take place in the VESLIT week of literature. Praxis, the technical fest is famous for its mind-boggling events. The cultural fests like Illusions and Utsav actively participate and celebrated by the students in huge numbers. The faculty of the college makes their best efforts in making sure everyone understands what's being taught in class. The doubts are also cleared from time to time. The society's like Music, Cultural, SoRT etc helps in personality development. One must know how to make influential impressions on the faculty as well as the students of the senior batches. It's a learning centre for those interested in learning."
"Vivekanand Education Society's Institute of Technology, Chembur ","     The faculty is good, excellent placement, the crowd is nice, infrastructure is as per the student need, students are helpful. A lot of cocurricular activities take place. There cultural activities too. 4 To 5 fests are conducted. The college has been going for inter-college fests and fresh face contest. It has won many competitions. I had also taken part in one of the fests and it was an amazing experience."
"Vivekanand Education Society's Institute of Technology, Chembur ","     Referred to one of the best colleges in Mumbai, VESIT fails to live up to the expectations. If you are expecting a Jump Street sort of college or a place where you can bunk, this is NOT the place you are looking for. Labs are well equipped in comparison with other engineer colleges. Teachers do not teach well but are good-natured (few exceptions exist). Attendance is strict (75%) which if you fail to achieve leads to assignments or sometimes even parents are called. The crowd consists of decent people from Mumbai (mostly central) and also a few hostilities. You would rarely find yourself bunking the college for a movie Bunking in VESIT refers to sitting in the canteen or going back home. Placements are decent (around 70%) with average packages of 3 lpa (Accenture being the mass recruiter). Extc and extra students end up picking up IT jobs as core companies pick a max of 3 students and you end up competing with some of the best students you can find in an engineer. Instruct students get core companies quite easily. Canteen is cheap but the quality of food is not good. You would enjoy the time Sphoorti comes up. But that would be one of the very few times you will enjoy being in the college. If you are looking for a ""college life"" college, go for other options."
"Vivekanand Education Society's Institute of Technology, Chembur ",     They are more into attendance than teaching some important stuff. People and crowd are really Boring and more into books and marks than into Technical knowledge. Attendance is the real issue here and faculties are very arrogant. Placement is limited to Accenture with max 4 lakh annual package. Shortage of girls people and students are really not cooperative. HODs think that they are the owner of the college. Located near slum areas. 40 rs auto from Kurla and Chembur. Events and fests are not so Energetic and enjoyable. Full of lame and selfish people. No playground.
"Vivekanand Education Society's Institute of Technology, Chembur ","     College is great! Faculty is brilliant, placement is excellent especially for Instrumentation Engineering. There are various cultural as well as technical festivals held per year. 3-4 technical societies are currently active. Instrumentation Engineering is the best branch here because principle is from Instrumentation faculty only."
"Vivekanand Education Society's Institute of Technology, Chembur ",      Though the locality of VESP is not good but it's really awesome when you enter in the college. But it's very strict. It has a great campus and teachers are also ready to help us. It is best college in Mumbai. Our college has very good placements. The new libraries are very well maintained and equipped. Teachers are also good.    
"Vivekanand Education Society's Institute of Technology, Chembur ",      The college campus and infrastructure is good. At the start there will be festival and fun.seniors are helping and friendly. Lots of exposure and extra curricular activities.    
"Vivekanand Education Society's Institute of Technology, Chembur ",      Infrastructure is very good. A Spacious C shaped building with amphi theatre on 2nd floor for various activities. Library is very large and well maintained. Placements are also top class. Sports is also good and faculty is nice and helping.    
"Vivekanand Education Society's Institute of Technology, Chembur ","      ""Though the locality of VESIT is not that good... it is really awesome once you enter the college! Campus is really good.Presently, as an outsider I can say that VESIT is academically as well as games and activity wise an excellent college.Good atmosphere exists and it should be the first choice after SPCE/VJTI (VJTI in fact may loose out in long term).""   "
"Vivekanand Education Society's Institute of Technology, Chembur ",      Vesit is a best college for students aspiring for further studies as well as in job perspective as many companies come for recruitment company like Accenture take away more than 50 percent of the crowd.   
"Vivekanand Education Society's Institute of Technology, Chembur ",      If your dreaming of good college and placement then definitely this is not the right place. It was a right place but now due to increase in intake college placement and reputation has gone down still not bad colleges.   PlacementsAcademicsCampus LifeIndustry Exposur
"Vivekanand Education Society's Institute of Technology, Chembur ",It is one of the best college known for engineering in Mumbai.The college has beautiful campus with amazing infrastructure.The college has all the necessary facilities.It also has an amphitheater and seminar halls for students.The college has a great atmosphere.
"Vivekanand Education Society's Institute of Technology, Chembur ",Central place nice college Nice faculty good campus Teachers are friendly Good campus placement Central mumbai Near localty Travel easy Computer engineering Nice faculty Good teacher Good teacher good teacher good teacher good teacher
"Vivekanand Education Society's Institute of Technology, Chembur ",VESIT is a very prestigious college in Mumbai and with a very nice teaching staff and good campus placements. The ratings of VESIT on many websites is really good and i had friends studying there who talked very highly about the college. And hence i decided to choose VESIT
"Vivekanand Education Society's Institute of Technology, Chembur ",The college management is really nice and teachers are great.
"Vivekanand Education Society's Institute of Technology, Chembur ",Very good college with good faculty and with the fees which is affordable by every middle class family and scholarships are also provided to those who are not able to pay the fees and there are many extracurricular activities available for the students to find there interests.
"Vivekanand Education Society's Institute of Technology, Chembur ",College management was good. But placement officer who was professor at the college was abusing his power. He used to ban students from placements and college management was aware about that.
"Vivekanand Education Society's Institute of Technology, Chembur ","I chose VESIT, because this college is one of the top 10 colleges in Mumbai & I like most about my college is their support, scholarships facilities, extra curricular activities, internships in college itself."
"Vivekanand Education Society's Institute of Technology, Chembur ","The whole college is very helpful & cooperative including the faculty, the non-teaching staff, senior students, security guards, etc. The college is supportive to students in projects, competition, personally development, etc."
"Vivekanand Education Society's Institute of Technology, Chembur ",The college teaching faculty is average but the management is good and the infrastructure is good
"Vivekanand Education Society's Institute of Technology, Chembur ", No there is no negative remark the placement is good if your an above average student . so its a good college . placement is 100 percent here and more over good companies come here . So if your good in studies its a good college.
"Vivekanand Education Society's Institute of Technology, Chembur ",Positive point is studies is upto the point and the placements are good. Faculty is good. Negative point is the college is situated near to the chemical factory. You dont have any snacks corner near the college. Also the attendance in the college is strict.If you end up in defaulters be ready to write extra assignments to coverup your attendance.
"Vivekanand Education Society's Institute of Technology, Chembur ",Placement is quit good but less number of students gets the higher packages some time library staff is to annoying we can issue only 2 books at a time no of printers are less in laboratory temporary staff is not too good at teaching This College is one of the Top 10 colleges under Mumbai university
"Vivekanand Education Society's Institute of Technology, Chembur ",The college is very nice and well disciplined. There is no form of ragging carried out. The students also have a mentor who can guide them if they have any problems. There is also service for emergency medical assistance and fire brigade.
"Vivekanand Education Society's Institute of Technology, Chembur ","Postive: The college encourages students in lot of extra curricular activities. They also give focus on our academics. If you need the college also provides various scholarships for students in need. Negative: Cares a lot for the students, so sometime it leads to unnecessary strictness"
"Vivekanand Education Society's Institute of Technology, Chembur ","College has got good Infrastructure , Teaching faculty is excellent and experienced.Academic is good.Exam structure planned for students is proper.More attention is given on writing work rather than execution work.College doesn't have its own ground."
"Vivekanand Education Society's Institute of Technology, Chembur ",One of the best colleges to get admission and study under best of best facilities available in Mumbai. They are also available for the internship program being offered in the college during summer and winter break.
"Vivekanand Education Society's Institute of Technology, Chembur ","      Very good faculty, Many companies (quite a few of them being IT-centric) come for recruitment. It's a great place for students who want to learn. If you want to enjoy the other facets of a college life more, another college might do more justice.   PlacementsAcademicsCampus LifeIndustry Exposur"
"Vivekanand Education Society's Institute of Technology, Chembur ","      All top companies visit this colleges:MicrosoftGoogleJP Morgan ChaseNomura HoldingsDeloitte ConsultingSeimensAccenture Services Pvt LtdTCSWiproLnT infotechGE EnergyMorgan StanleyInfosys Patni computers   PlacementsAcademicsCampus LifeIndustry Exposur"
"Thakur College of Engineering and Technology, Mumbai ",      The college is very good and has a nice Infrastructure. The facility in canteen should improve. The canteen service takes time as it takes 10 minutes for an order to serve. Some of the faculty are very helpful and friendly. T.C.E.T also provides LAN in almost every class.   
"Thakur College of Engineering and Technology, Mumbai ",      I would recommend this institute to everyone who wants to pursue their engineering degree. The college also has facilities for the students who wants to go further for higher education. The infrastructure of T.C.E.T is one of the best and clean. Good for engineering.   
"Thakur College of Engineering and Technology, Mumbai ",      The college has made some changes in the timetable recently. It begins at 8.30 in the morning and goes till 5.30 in the evening. Sometimes it becomes very hectic by the end of the week. Overall this is the best college on the western side and provides everything needed.   
"Thakur College of Engineering and Technology, Mumbai ",      Good infrastructure and the college tries to provide everything to students what they need to make their career successful. But implementation of every idea is not that efficient as expected. Sometimes the college takes a lot of expenses from the students.   
"Thakur College of Engineering and Technology, Mumbai ",      College should hold on to good faculty. The college changes the faculty very often which must be avoided. Although the college has few experienced faculty. Every week the college conducts SOP for the students which are included in their timetable. Overall the college needs a few improvements.   
"Thakur College of Engineering and Technology, Mumbai ",      Excellent college with an amazing infrastructure. The campus is very well maintained by the pro care staff and is timely cleaned. Quality education being the motto of the college and it stands by it. College canteen needs more area of occupancy as it gets crowded during lunch hours.   
"Thakur College of Engineering and Technology, Mumbai ","      A bit strict but fun. Studies and enjoyment are very well balanced by the college. The faculty is very supportive and tries their best to make the students understand the concepts. Teachers make use of presentations, models and videos during the lectures.   "
"Thakur College of Engineering and Technology, Mumbai ","      All good definitely. The college has M.c D, Pizza hut, Cinemas and other hangout joints around the college. Some of the faculty are very strict and they need their work to be done on time. Defaulters are asked to write remedial. Hygiene is maintained in the college.   "
"Thakur College of Engineering and Technology, Mumbai ",      Good college except some of the teaching staff. The college has nice infrastructure. The college staff is very helpful and friendly. LAN connection is available in every room of the college. The college also provides a digital library for the students.   
"Thakur College of Engineering and Technology, Mumbai ","      TCET is the only college where we are not only studying but we are also enjoying. I love the atmosphere of T.C.E.T. The college has a ground with facilities for games like volleyball, football, cricket, basketball etc. There are many hangout joints near the college.   "
"Thakur College of Engineering and Technology, Mumbai ",      Good infrastructure experienced faculty. The college that provides their students more facilities than other colleges in Mumbai. Quality education and well-mannered teachers make studying in this college very comfortable. Cleanliness is taken of utmost care here.   
"Thakur College of Engineering and Technology, Mumbai ","      Students are made to make unnecessary expenses. Otherwise, the efforts put in by the faculty and the management in developing the institute is appreciative. The college has a decent library, but during exams, its gets too crowded. During lunch hours, the canteen is also crowded and canteen ventilation is very poor.   "
"Thakur College of Engineering and Technology, Mumbai ",      It's currently the one of the best colleges in Mumbai. The college is also been NBA accredited. The campus is very nice and clean. The canteen food is good but could have been better. Some teachers are friendly and the seniors are very helpful. There are many hangout areas around the college.   
"Thakur College of Engineering and Technology, Mumbai ","      Practicals are not really up to the mark. Application of studied theory in real life projects is the most ignored part of this college. S.S.L lab teaches the most unused and outdated simulation software. Labs lack datasheets. However apart from the mainstream talks, canteen serves decent food.   "
"Thakur College of Engineering and Technology, Mumbai ",      The college has one of the best infrastructures in the western suburbs. A lot of fests are conducted and there is at least 1 fest per month. The college has a huge ground with basketball and volleyball courts. The library is very well maintained and the placements are good.   
"Thakur College of Engineering and Technology, Mumbai ",      The college provides everything the students need and more for academics as well as extra-curricular activities. Placements are great. An ideal college for graduating from. The college has a great infrastructure and is very well maintained and clean.   
"Thakur College of Engineering and Technology, Mumbai ","      Thakur college has provided me with a platform to express my raw talent.Nourish it and sharpen it., that's the primary goal of this college.To be confident and humble. Embark my knowledge. Showcase the others of what one is capable of by providing commendable in and of support. To make a student a complete product because he/she goes into the corporate world.Personally with all my experience , I strongly recommend you this college. Great atmosphere for students to explore something.   "
"Thakur College of Engineering and Technology, Mumbai ","      Its a great college for students willing to pursue their Engineering Degree. The college has THE BEST infrastructure and an amazing campus. The teachers are quite friendly and helpful. Teachers use ppts, videos to teach. Many hangout joints are also located in and around the college.   "
"Thakur College of Engineering and Technology, Mumbai ","      Nice place for the people with theoretical knowledge. The balance between practical and lectures is very much needed. A lot of fests are celebrated here. Almost in every week, there is a fest. The DJ during the fests is worth watching. The library is very nice.   "
"Thakur College of Engineering and Technology, Mumbai ","      The college people are very friendly and supportive. The admin department is a bit slow, best place to be during once engineering career. Quality education is the motto of the college. The Teaching staff is very nice and helpful. The campus is best in the western suburbs.   "
"Thakur College of Engineering and Technology, Mumbai ",      Faculty members are highly experienced which is the best part of this Institute. Very modern college with all the facilities. TMKOC shootings and other serials shootings are done here. TECT also has a huge ground for students. But it's closed in the morning.   
"Thakur College of Engineering and Technology, Mumbai ","      Faculties are helpful. Great infrastructure. But need some improvements, there should be another lift available for students and also need some improvements in maintenance of washrooms and all. During my first year, i need to climb 5 floors every day to make up to the class.   "
"Thakur College of Engineering and Technology, Mumbai ","      College is good except the admin office which works in an undisciplined way. Sometimes the people who are needed are not present on time. The professors in the first year are very strict as compared to the one in the second year. But all in all, its a perfect place for learning.   "
"Thakur College of Engineering and Technology, Mumbai ","      TCET has been an amazing place for me to study. A perfectly build infrastructure, well experienced teachers, well-mannered peons. The library is just amazing and has all the books that a student needs during his engineering course. Biographies and other novels are also available in the library.   "
"Thakur College of Engineering and Technology, Mumbai ",      I feel proud to be a part of TCET. It doesn't always give the things that a student asks for but provides him with the things that he needs. Me being a diploma student faced some issues in the beginning but the teachers are very supportive and guided me through the topics.   
"Thakur College of Engineering and Technology, Mumbai ",      One of the best engineering college in west Mumbai. The college has very experienced and concerned teaching staffs. Although some professors need all their assignments in time or the students are called to the college day after day. TCET EXTC dept. takes the attendance very seriously.   
"Thakur College of Engineering and Technology, Mumbai ","      The college has done its best in balancing the theoretical knowledge of the students. Some teachers use ppts and videos to explain tough topics. But some teachers are very strict and need all the write ups from time to time, Or else the student might get into trouble.   "
"Thakur College of Engineering and Technology, Mumbai ","      College is an ok type and not up to the mark :(. Especially the staff members of administration office and library staff are very rude. They don't give answers. People there act like a ""municipal Sarkari office"". Also, during lunch time why they don't allow us to eat in our class? Canteen is always full and we have to sit on staircases and eat.   "
"Thakur College of Engineering and Technology, Mumbai ","      Great decision to take an admission in this college. It provides everything to the student and an amazingly experienced staff. Well, mannered peons and other non-teaching staff. Classrooms are very clean and there are no broken furniture or whatsoever.   "
"Thakur College of Engineering and Technology, Mumbai ",      TCET is a very well renowned college in the western suburbs and it stands by it. The campus is just too amazing. The hygiene and cleanliness are best maintained. The peons are well mannered and supportive too. There are many hangout areas in and out of the college.   
"Thakur College of Engineering and Technology, Mumbai ","      It's better than what I expected. The infrastructure and the campus are best in its sense. The cleanliness is well maintained. The Professors are very good and friendly. I'll recommend it to anyone who wants to pursue the engineering degree. Also, it is amongst the top 10 colleges in Mumbai.   "
"Thakur College of Engineering and Technology, Mumbai ",      Great Experience to have. Best teachers. Best Faculty. Best in almost everything. But the canteen needs a lot of improvements. The food is good but the service is not up to the mark. There are a lot of hangout sites near the college. An enjoyable experience to have.    
"Thakur College of Engineering and Technology, Mumbai ",      One of the high-class infrastructure. Best quality teaching and supportive staff. The teachers give extra lectures on weekends for the students who missed any important topics. TCET also takes regular feedbacks from students and takes it very seriously.   
"Thakur College of Engineering and Technology, Mumbai ",      Excellent! This college gives us a huge platform to expand our knowledge and imagination. The Teachers are highly experienced and are very friendly. Some of them are a bit strict. Doubt are solved by the teachers after the college hours too! Very supportive and helpful staff.   
"Thakur College of Engineering and Technology, Mumbai ","      Very well managed College, the balance between extracurricular and academics required. The people participating in other activities are not given attendance. This brings the student name in the defaulters list. College needs to make an improvement in this.   "
"Thakur College of Engineering and Technology, Mumbai ","      Infrastructure is one of the best. studies related faculty are pretty good. cultural activities are also pretty much.The crowd in the college is decent and a mixture of all types. College canteen is also one of the best. Labs are in good condition and equipment are pretty neat.   "
"Thakur College of Engineering and Technology, Mumbai ","      TCET is an can be described in just one word - ""AWESOME"". Everything that is provided to the students is always better than what one expects. Cleanliness, quality education, Best infrastructure makes this one of the BEST colleges on the western side. The staff is also very cooperative.    "
"Thakur College of Engineering and Technology, Mumbai ",      The college is good for doing time-pass. There are many places around the college where students mostly hang out. Although the college is best but the canteen service is not good. An order takes 15-20 minutes to get ready. Better go out and eat from there.   
"Thakur College of Engineering and Technology, Mumbai ",      TCET has an abundance of experienced faculty. From peons to the HOD everyone's like a friend. The laboratories are very well maintained and the campus is kept clean up to the mark. The college also takes regular feedbacks from students about almost everything. BEST in the western line.   
"Thakur College of Engineering and Technology, Mumbai ","      TCET=great facilities+great opportunities+great faculties+great infrastructure+supportive staff+great environment. The college lacks nothing. It has everything. During weekends and holidays serial and movie, shootings take place. We get to see actors and actresses then. BEST in the world campus.   "
"Thakur College of Engineering and Technology, Mumbai ","      Best college in the western suburbs. The college has everything nearby. Movies, Food courts, Bus stop, share auto for the railway. No tension whatsoever. The people here are very supportive and helpful. No complaints about the teaching faculty whatsoever.   "
"Thakur College of Engineering and Technology, Mumbai ","      Top College, Gave me more than what was expected. But sometimes it seems like something is missing. New staffs need to build up themselves. The old staff is very Experienced. The canteen is a bit crowded and sometimes there is no place to sit. The canteen service is very slow.   "
"Thakur College of Engineering and Technology, Mumbai ",      The best place for Engineering. Everyone is blended perfectly and supportive. Every room in TCET has LAN port. The teachers are very friendly and helpful. TCET also provides mentors for every student who always stand by us during tough times. Teachers also keep extra lect. for the one who misses lectures.   
"Thakur College of Engineering and Technology, Mumbai ",      The infrastructure of the college is worth watching. An amazing campus and the staff takes efforts to make their students get the concepts they are teaching. Some professors share their ppts which are of great help during the Exams. The auditorium is very clean and best.   
"Thakur College of Engineering and Technology, Mumbai ",      One of the best college in my area. It's nearby and the non-teaching staff has a very mature thinking. The coordination between teachers and peons make it easier for students to get what one needs. The festivals of TCET is very famous and shootings of various Hindi serials are done here.   
"Thakur College of Engineering and Technology, Mumbai ","      The best college for all kinds of students. The campus, labs, library, ground all is well maintained. The college always has something under renovation or construction. Friends can be made very easily here. If you can make a group then your college life is SET.   "
